iter	Passed	Remaining
317	40315	86463
318	40423	86295
319	40533	86133
320	40651	85988
321	40752	85808
322	40893	85711
323	41012	85569
324	41125	85415
325	41257	85298
326	41375	85154
327	41482	84988
328	41592	84828
329	41742	84749
330	41884	84655
331	42014	84535
332	42117	84360
333	42220	84187
334	42339	84047
335	42469	83928
336	42600	83810
337	42736	83702
338	42869	83589
339	43036	83540
340	43191	83469
341	43354	83412
342	43534	83387
343	43688	83313
344	43842	83236
345	44020	83206
346	44176	83133
347	44317	83031
348	44418	82855
349	44549	82734
350	44696	82644
351	44820	82511
352	44939	82367
353	45070	82246
354	45190	82107
355	45334	82008
356	45456	81873
357	45582	81742
358	45699	81597
359	45849	81511
360	45951	81338
361	46056	81171
362	46179	81035
363	46300	80898
364	46426	80769
365	46554	80643
366	46711	80567
367	46830	80427
368	46963	80308
369	47114	80222
370	47236	80084
371	47372	79973
372	47513	79869
373	47623	79712
374	47754	79591
375	47893	79482
376	48012	79341
377	48122	79186
378	48234	79033
379	48363	78909
380	48509	78812
381	48668	78735
382	48839	78678
383	49006	78614
384	49144	78504
385	49294	78411
386	49456	78338
387	49630	78283
388	49797	78216
389	49924	78086
390	50049	77954
391	50241	77925
392	50417	77871
393	50563	77770
394	50708	77668
395	50879	77603
396	51005	77472
397	51147	77364
398	51300	77272
399	51433	77150
400	51577	77044
401	51705	76915
402	51863	76829
403	52073	76821
404	52230	76733
405	52367	76616
406	52506	76501
407	52634	76371
408	52775	76260
409	52903	76129
410	53036	76006
411	53166	75878
412	53309	75769
413	53447	75652
414	53567	75510
415	53693	75376
416	53813	75235
417	53960	75131
418	54064	74967
419	54186	74829
420	54300	74679
421	54418	74535
422	54542	74398
423	54657	74251
424	54781	74116
425	54889	73959
426	55009	73818
427	55119	73664
428	55255	73544
429	55392	73427
430	55519	73296
431	55635	73150
432	55740	72990
433	55858	72847
434	55977	72707
435	56096	72565
436	56238	72453
437	56397	72364
438	56529	72239
439	56667	72122
440	56792	71988
441	56906	71840
442	57095	71787
443	57354	71822
444	57524	71744
445	57673	71639
446	57842	71558
447	57958	71412
448	58104	71304
449	58261	71208
450	58394	71083
451	58496	70920
452	58626	70791
453	58747	70652
454	58861	70504
455	58965	70344
456	59070	70186
457	59192	70048
458	59293	69885
459	59453	69793
460	59612	69698
461	59774	69607
462	59899	69473
463	60040	69357
464	60195	69257
465	60343	69148
466	60500	69050
467	60655	68949
468	60785	68820
469	60948	68729
470	61114	68639
471	61217	68481
472	61337	68339
473	61452	68193
474	61578	68060
475	61715	67938
476	61823	67785
477	61946	67648
478	62071	67514
479	62226	67412
480	62353	67279
481	62473	67140
482	62632	67041
483	62774	66924
484	62899	66789
485	63035	66666
486	63165	66537
487	63299	66412
488	63445	66299
489	63559	66153
490	63665	65999
491	63768	65842
492	63867	65681
493	63957	65511
494	64045	65339
495	64163	65198
496	64274	65050
497	64382	64899
498	64501	64759
499	64612	64612
500	64720	64462
501	64835	64318
502	64936	64162
503	65059	64026
504	65179	63888
505	65290	63742
506	65421	63614
507	65530	63466
508	65658	63336
509	65772	63193
510	65902	63065
511	66025	62930
512	66132	62780
513	66236	62628
514	66341	62477
515	66447	62326
516	66551	62175
517	66663	62030
518	66769	61880
519	66892	61746
520	67004	61603
521	67112	61455
522	67225	61312
523	67337	61169
524	67440	61017
525	67554	60875
526	67673	60738
527	67781	60592
528	67889	60446
529	68020	60319
530	68137	60181
531	68255	60043
532	68393	59924
533	68499	59776
534	68605	59628
535	68711	59481
536	68827	59342
537	68942	59203
538	69092	59093
539	69209	58956
540	69332	58823
541	69467	58701
542	69575	58556
543	69691	58417
544	69799	58273
545	69909	58130
546	70030	57996
547	70151	57862
548	70269	57725
549	70369	57574
550	70494	57444
551	70616	57312
552	70763	57199
553	70886	57067
554	71025	56948
555	71158	56824
556	71314	56718
557	71461	56605
558	71592	56479
559	71721	56352
560	71871	56241
561	71985	56102
562	72130	55987
563	72255	55857
564	72393	55736
565	72518	55606
566	72653	55483
567	72772	55348
568	72946	55254
569	73083	55133
570	73217	55009
571	73334	54872
572	73473	54752
573	73614	54633
574	73792	54542
575	73957	54441
576	74091	54316
577	74232	54197
578	74335	54050
579	74450	53912
580	74550	53763
581	74673	53631
582	74787	53492
583	74912	53362
584	75047	53239
585	75203	53130
586	75378	53034
587	75597	52969
588	75756	52862
589	75915	52755
590	76074	52647
591	76193	52511
592	76318	52380
593	76446	52251
594	76605	52143
595	76731	52012
596	76842	51872
597	76960	51735
598	77084	51603
599	77209	51473
600	77342	51347
601	77460	51211
602	77587	51081
603	77723	50957
604	77857	50832
605	77990	50706
606	78118	50577
607	78268	50462
608	78413	50343
609	78555	50224
610	78713	50113
611	78839	49983
612	78984	49864
613	79143	49754
614	79304	49645
615	79465	49537
616	79605	49414
617	79740	49289
618	79885	49170
619	80024	49047
620	80164	48924
621	80302	48801
622	80417	48663
623	80565	48545
624	80709	48425
625	80852	48304
626	80988	48179
627	81114	48048
628	81244	47919
629	81390	47800
630	81527	47676
631	81666	47552
632	81793	47422
633	81908	47284
634	82061	47168
635	82200	47045
636	82326	46914
637	82462	46788
638	82581	46654
639	82710	46524
640	82835	46393
641	82976	46270
642	83093	46134
643	83210	45998
644	83330	45864
645	83451	45730
646	83569	45594
647	83701	45467
648	83805	45324
649	83909	45182
650	84089	45080
651	84293	44990
652	84493	44899
653	84650	44784
654	84808	44670
655	84944	44544
656	85096	44426
657	85218	44292
658	85390	44185
659	85544	44068
660	85693	43948
661	85841	43828
662	85982	43704
663	86117	43577
664	86241	43444
665	86361	43310
666	86486	43178
667	86591	43036
668	86713	42903
669	86870	42786
670	87003	42658
671	87134	42529
672	87261	42398
673	87412	42279
674	87523	42140
675	87639	42004
676	87750	41866
677	87868	41730
678	87986	41596
679	88109	41463
680	88221	41325
681	88326	41184
682	88451	41052
683	88558	40913
684	88681	40780
685	88791	40642
686	88905	40505
687	89026	40372
688	89123	40228
689	89245	40095
690	89369	39964
691	89500	39835
692	89651	39715
693	89802	39595
694	89937	39468
695	90073	39342
696	90224	39222
697	90350	39091
698	90472	38958
699	90639	38845
700	90789	38724
701	90941	38604
702	91083	38480
703	91213	38351
704	91344	38222
705	91473	38092
706	91588	37956
707	91709	37823
708	91899	37719
709	92055	37600
710	92210	37480
711	92354	37356
712	92489	37229
713	92613	37097
714	92757	36973
715	92891	36845
716	93044	36724
717	93163	36590
718	93298	36463
719	93434	36335
720	93547	36199
721	93705	36080
722	93865	35962
723	94004	35836
724	94114	35698
725	94239	35567
726	94388	35444
727	94538	35322
728	94686	35199
729	94845	35079
730	95007	34961
731	95172	34844
732	95311	34717
733	95435	34585
734	95547	34449
735	95667	34315
736	95781	34179
737	95892	34043
738	96010	33909
739	96135	33777
740	96243	33639
741	96368	33508
742	96508	33381
743	96635	33250
744	96742	33113
745	96886	32988
746	97022	32860
747	97139	32726
748	97255	32591
749	97377	32459
750	97505	32328
751	97613	32191
752	97750	32064
753	97864	31929
754	97980	31795
755	98089	31658
756	98220	31529
757	98314	31388
758	98420	31250
759	98525	31113
760	98627	30974
761	98738	30839
762	98858	30707
763	98964	30570
764	99085	30437
765	99195	30302
766	99310	30168
767	99436	30038
768	99566	29908
769	99697	29779
770	99824	29649
771	99934	29514
772	100026	29373
773	100186	29253
774	100339	29130
775	100472	29002
776	100608	28874
777	100723	28741
778	100841	28608
779	100967	28477
780	101066	28340
781	101194	28210
782	101337	28084
783	101470	27956
784	101577	27820
785	101672	27681
786	101789	27549
787	101898	27414
788	102013	27281
789	102139	27150
790	102267	27021
791	102378	26887
792	102479	26750
793	102615	26623
794	102765	26499
795	102884	26367
796	103027	26241
797	103178	26117
798	103313	25990
799	103435	25858
800	103556	25727
801	103683	25597
802	103824	25471
803	103968	25345
804	104117	25220
805	104237	25089
806	104343	24954
807	104453	24820
808	104560	24686
809	104698	24558
810	104806	24424
811	104910	24289
812	105011	24153
813	105137	24023
814	105292	23900
815	105447	23777
816	105583	23649
817	105733	23525
818	105891	23402
819	106029	23274
820	106156	23145
821	106296	23017
822	106423	22888
823	106547	22757
824	106682	22629
825	106839	22506
826	106973	22377
827	107130	22254
828	107260	22124
829	107390	21995
830	107514	21865
831	107622	21731
832	107742	21600
833	107880	21472
834	108010	21343
835	108131	21212
836	108258	21082
837	108405	20956
838	108511	20822
839	108639	20693
840	108763	20562
841	108885	20432
842	109018	20303
843	109129	20170
844	109270	20043
845	109391	19912
846	109493	19778
847	109651	19654
848	109758	19521
849	109873	19389
850	109993	19258
851	110112	19127
852	110227	18995
853	110377	18870
854	110483	18736
855	110606	18606
856	110743	18478
857	110874	18349
858	111000	18220
859	111132	18091
860	111248	17959
861	111379	17830
862	111488	17698
863	111583	17564
864	111693	17431
865	111825	17303
866	111947	17173
867	112052	17040
868	112158	16907
869	112281	16777
870	112387	16645
871	112542	16519
872	112706	16396
873	112827	16265
874	112943	16134
875	113048	16002
876	113160	15870
877	113297	15742
878	113462	15618
879	113629	15494
880	113763	15366
881	113904	15238
882	114011	15106
883	114239	14990
884	114387	14863
885	114485	14730
886	114620	14602
887	114751	14473
888	114887	14344
889	115019	14215
890	115141	14085
891	115267	13956
892	115398	13827
893	115556	13701
894	115691	13572
895	115844	13446
896	115976	13317
897	116095	13186
898	116221	13057
899	116359	12928
900	116481	12798
901	116612	12669
902	116745	12540
903	116865	12410
904	116994	12281
905	117124	12151
906	117271	12024
907	117413	11896
908	117545	11767
909	117675	11638
910	117803	11508
911	117922	11378
912	118055	11249
913	118193	11121
914	118318	10991
915	118439	10861
916	118563	10731
917	118714	10604
918	118860	10476
919	119045	10351
920	119231	10227
921	119368	10098
922	119507	9969
923	119669	9842
924	119799	9713
925	119948	9585
926	120092	9457
927	120222	9327
928	120363	9198
929	120499	9069
930	120665	8942
931	120782	8812
932	120910	8682
933	121031	8552
934	121156	8422
935	121292	8293
936	121451	8165
937	121584	8036
938	121724	7907
939	121876	7779
940	121982	7648
941	122084	7516
942	122194	7386
943	122321	7256
944	122431	7125
945	122552	6995
946	122677	6865
947	122795	6735
948	122908	6605
949	123034	6475
950	123149	6345
951	123260	6214
952	123394	6085
953	123520	5955
954	123653	5826
955	123793	5697
956	123936	5568
957	124076	5439
958	124193	5309
959	124335	5180
960	124468	5051
961	124607	4922
962	124752	4793
963	124921	4665
964	125065	4536
965	125191	4406
966	125341	4277
967	125467	4147
968	125576	4017
969	125694	3887
970	125814	3757
971	125928	3627
972	126057	3498
973	126175	3368
974	126293	3238
975	126397	3108
976	126534	2978
977	126690	2849
978	126827	2720
979	126933	2590
980	127055	2460
981	127191	2331
982	127324	2201
983	127446	2072
984	127571	1942
985	127729	1813
986	127868	1684
987	127991	1554
988	128121	1425
989	128232	1295
990	128361	1165
991	128482	1036
992	128578	906
993	128685	776
994	128811	647
995	128941	517
996	129095	388
997	129238	258
998	129376	129
999	129510	0
